timestamp,price,hour,day_of_week,day_of_month,month,quarter,is_weekend,is_night,hour_sin,hour_cos,month_sin,month_cos,price_lag_1,price_lag_2,price_lag_3,price_lag_6,price_lag_12,price_lag_24,price_lag_48,price_lag_72,price_lag_168,price_rolling_mean_6,price_rolling_std_6,price_rolling_min_6,price_rolling_max_6,price_rolling_median_6,price_rolling_mean_12,price_rolling_std_12,price_rolling_min_12,price_rolling_max_12,price_rolling_median_12,price_rolling_mean_24,price_rolling_std_24,price_rolling_min_24,price_rolling_max_24,price_rolling_median_24,price_rolling_mean_48,price_rolling_std_48,price_rolling_min_48,price_rolling_max_48,price_rolling_median_48,price_change_1h,price_change_6h,price_change_24h,price_pct_change_24h,price_range_12,price_range_24,price_range_48,volatility_12,volatility_24,volatility_48,target
2025-06-09 08:00:00,-1.14,8,0,9,6,2,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.62,2.97,40.04,13.42,65.07,-2.0,30.53,-0.01,57.47,19.736666666666668,21.613104049781516,-1.14,44.97,17.585,16.698333333333334,19.533793949476664,-1.14,51.13,4.535,8.59125,35.846187755888856,-53.06,69.55,4.17,26.719375,42.742428888174295,-53.06,110.26,7.119999999999999,-0.5199999999999999,-14.56,0.8600000000000001,-0.43000000000000005,52.27,122.61,163.32,19.533793949476664,35.846187755888856,42.742428888174295,22.21
2025-06-09 09:00:00,-4.14,9,0,9,6,2,0,0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,-1.14,-0.62,2.97,32.2,51.13,-8.21,9.44,-0.27,33.21,13.68,22.495744486458257,-4.14,44.97,1.175,12.092500000000001,17.033102063602396,-4.14,44.97,4.23,8.760833333333332,35.77279971256602,-53.06,69.55,4.17,26.436458333333334,42.903875215023525,-53.06,110.26,4.535,-3.0,-36.34,4.070000000000001,-0.4957369062119368,49.11,122.61,163.32,17.033102063602396,35.77279971256602,42.903875215023525,0.1
2025-06-09 10:00:00,-10.0,10,0,9,6,2,0,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,-4.14,-1.14,-0.62,44.97,4.8,-19.92,1.19,-2.07,20.0,4.5183333333333335,17.93518376450841,-10.0,40.04,-0.8799999999999999,10.859166666666667,18.110862867016696,-10.0,44.97,4.17,9.174166666666666,35.48313866768477,-53.06,69.55,4.17,26.203333333333333,43.07403845302273,-53.06,110.26,4.535,-5.86,-54.97,9.920000000000002,-0.49799196787148603,54.97,122.61,163.32,18.110862867016696,35.48313866768477,43.07403845302273,-0.19
2025-06-09 11:00:00,-19.33,11,0,9,6,2,0,0,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,-10.0,-4.14,-1.14,40.04,4.15,-39.98,-0.01,-4.93,12.78,-5.376666666666666,8.097433338205906,-19.33,2.97,-2.6399999999999997,8.902500000000002,20.064593929244122,-19.33,44.97,3.58,10.034583333333332,34.475454277571586,-53.06,69.55,4.17,25.80083333333333,43.41312929328476,-53.06,110.26,4.535,-9.329999999999998,-59.37,20.65,-0.5165082541270636,64.3,122.61,163.32,20.064593929244122,34.475454277571586,43.41312929328476,-2.33
2025-06-09 12:00:00,-15.76,12,0,9,6,2,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-19.33,-10.0,-4.14,2.97,4.19,-52.56,-0.02,-5.06,11.0,-8.498333333333333,7.842449659812245,-19.33,-0.62,-7.07,7.240000000000001,21.280233252310296,-19.33,44.97,1.175,11.567916666666667,32.32152452538291,-53.06,69.55,4.17,25.472916666666666,43.67099343852622,-53.06,110.26,4.535,3.5699999999999985,-18.73,36.800000000000004,-0.700152207001522,64.3,122.61,163.32,21.280233252310296,32.32152452538291,43.67099343852622,-4.26
2025-06-09 13:00:00,-4.5,13,0,9,6,2,0,0,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,-15.76,-19.33,-10.0,-0.62,4.27,-53.06,-0.02,-4.96,19.75,-9.145,7.196242769669649,-19.33,-1.14,-7.25,6.509166666666666,21.54050917703818,-19.33,44.97,-0.8799999999999999,13.59125,29.49636607131538,-38.89,69.55,4.17,25.379583333333333,43.731381495240555,-53.06,110.26,4.535,11.26,-3.88,48.56,-0.9151903505465511,64.3,108.44,163.32,21.54050917703818,29.49636607131538,43.731381495240555,-1.04
2025-06-09 14:00:00,-1.0,14,0,9,6,2,0,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,-4.5,-15.76,-19.33,-1.14,13.42,-38.89,-0.87,-1.0,55.84,-9.121666666666666,7.227548454814354,-19.33,-1.0,-7.25,5.3075,21.52214256189544,-19.33,44.97,-1.0699999999999998,15.17,27.51254512273331,-19.33,69.55,4.17,25.376875,43.733045743769026,-53.06,110.26,4.535,3.5,0.1399999999999999,37.89,-0.9742864489586012,64.3,88.88,163.32,21.52214256189544,27.51254512273331,43.733045743769026,0.03
2025-06-09 15:00:00,0.09,15,0,9,6,2,0,0,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,-1.0,-4.5,-15.76,-4.14,32.2,-16.71,26.91,0.0,82.8,-8.416666666666666,7.978006434359976,-19.33,0.09,-7.25,2.6316666666666673,19.802028286072872,-19.33,44.97,-1.0699999999999998,15.87,26.872432293919843,-19.33,69.55,4.17,24.818125,43.8841115364746,-53.06,110.26,4.23,1.09,4.2299999999999995,16.8,-1.0053859964093357,64.3,88.88,163.32,19.802028286072872,26.872432293919843,43.8841115364746,53.99
2025-06-09 16:00:00,69.54,16,0,9,6,2,0,0,-0.8660254037844384,-0.5000000000000004,1.2246467991473532e-16,-1.0,0.09,-1.0,-4.5,-10.0,44.97,-0.01,70.1,50.47,94.95,4.840000000000001,32.67580940083994,-19.33,69.54,-2.75,4.679166666666668,25.130942701391284,-19.33,69.54,-1.0699999999999998,18.767916666666668,28.768702495891315,-19.33,69.55,4.23,24.806458333333335,43.87188987532071,-53.06,110.26,4.23,69.45,79.54,69.55000000000001,-6955.000000000001,88.87,88.88,163.32,25.130942701391284,28.768702495891315,43.87188987532071,69.6
2025-06-09 17:00:00,117.79,17,0,9,6,2,0,0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,69.54,0.09,-1.0,-19.33,40.04,39.65,85.01,84.19,109.32,27.69333333333334,53.625380433771106,-15.76,117.79,-0.455,11.158333333333337,40.43752079293182,-19.33,117.79,-1.0699999999999998,22.023749999999996,34.98482923540483,-19.33,117.79,4.23,25.489375,45.06779632463195,-53.06,117.79,4.23,48.25,137.12,78.14000000000001,1.9707440100882727,137.12,137.12,170.85000000000002,40.43752079293182,34.98482923540483,45.06779632463195,82.08
2025-06-09 18:00:00,141.4,18,0,9,6,2,0,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,117.79,69.54,0.09,-15.76,2.97,60.88,109.9,112.57,195.91,53.88666666666666,65.27308286473585,-4.5,141.4,34.815000000000005,22.69416666666667,55.009140969038235,-19.33,141.4,-1.0699999999999998,25.37875,42.02551847053637,-19.33,141.4,4.23,26.145625,46.52874700089615,-53.06,141.4,4.23,23.61,157.16,80.52000000000001,1.3226018396846255,160.73000000000002,160.73000000000002,194.46,55.009140969038235,42.02551847053637,46.52874700089615,83.97
2025-06-09 19:00:00,148.42,19,0,9,6,2,0,0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,141.4,117.79,69.54,-4.5,-0.62,69.55,110.26,129.29,245.37,79.37333333333333,67.72444748144252,-1.0,148.42,93.665,35.11416666666667,65.15605008653296,-19.33,148.42,-1.0699999999999998,28.665000000000003,48.25213669519906,-19.33,148.42,4.23,26.940624999999997,48.28922162484064,-53.06,148.42,4.23,7.019999999999982,152.92,78.86999999999999,1.1340043134435658,167.75,167.75,201.48,65.15605008653296,48.25213669519906,48.28922162484064,91.28
2025-06-09 20:00:00,126.52,20,0,9,6,2,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,148.42,141.4,117.79,-1.0,-1.14,65.07,98.01,125.72,141.66,100.62666666666667,56.54328312599703,0.09,148.42,122.155,45.7525,69.0065817842433,-19.33,148.42,-0.455,31.225416666666664,51.770026327072685,-19.33,148.42,4.23,27.53458333333333,49.34575400295922,-53.06,148.42,4.23,-21.89999999999999,127.52,61.45,0.9443676041186415,167.75,167.75,201.48,69.0065817842433,51.770026327072685,49.34575400295922,97.94
2025-06-09 21:00:00,101.19,21,0,9,6,2,0,0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,126.52,148.42,141.4,0.09,-4.14,51.13,80.09,103.24,110.04,117.47666666666665,28.89593512358885,69.54,148.42,122.155,54.53,68.78194292637622,-19.33,148.42,34.815000000000005,33.31125,53.58356053155792,-19.33,148.42,4.23,27.974166666666665,49.91459407245979,-53.06,148.42,4.23,-25.33,101.1,50.059999999999995,0.9790729513006062,167.75,167.75,201.48,68.78194292637622,53.58356053155792,49.91459407245979,85.31
2025-06-09 22:00:00,86.65,22,0,9,6,2,0,1,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,101.19,126.52,148.42,69.54,-10.0,4.8,93.84,87.61,111.49,120.32833333333333,23.57304682612443,86.65,148.42,122.155,62.58416666666667,66.14697869254134,-19.33,148.42,78.095,36.72166666666667,54.2900989184926,-19.33,148.42,4.23,27.824375000000003,49.72314914909544,-53.06,148.42,4.23,-14.539999999999992,17.11,81.85000000000001,17.052083333333336,167.75,167.75,201.48,66.14697869254134,54.2900989184926,49.72314914909544,73.01
2025-06-09 23:00:00,78.07,23,0,9,6,2,0,1,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,86.65,101.19,126.52,117.79,-19.33,4.15,83.0,83.5,109.91,113.70833333333333,29.308087222926314,78.07,148.42,113.85499999999999,70.70083333333334,60.953758696592494,-15.76,148.42,82.36,39.80166666666667,54.45845601818013,-19.33,148.42,8.844999999999999,27.721666666666668,49.611720103532036,-53.06,148.42,4.23,-8.580000000000013,-39.72000000000001,73.91999999999999,17.81204819277108,164.17999999999998,167.75,201.48,60.953758696592494,54.45845601818013,49.611720103532036,71.38
2025-06-10 00:00:00,69.66,0,1,10,6,2,0,1,0.0,1.0,1.2246467991473532e-16,-1.0,78.07,86.65,101.19,141.4,-15.76,4.19,76.86,78.02,102.02,101.75166666666665,30.366020099227022,69.66,148.42,93.92,77.81916666666667,54.594811018552996,-4.5,148.42,82.36,42.529583333333335,54.23634730864588,-19.33,148.42,22.810000000000002,27.57166666666667,49.470674370732354,-53.06,148.42,4.23,-8.409999999999997,-71.74000000000001,65.47,15.625298329355605,152.92,167.75,201.48,54.594811018552996,54.23634730864588,49.470674370732354,70.58
2025-06-10 01:00:00,59.95,1,1,10,6,2,0,1,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,69.66,78.07,86.65,148.42,-4.5,4.27,69.74,81.89,99.23,87.00666666666666,23.98095800143654,59.95,126.52,82.36,83.19,48.60157030759024,-1.0,148.42,82.36,44.849583333333335,53.716999615065326,-19.33,148.42,36.120000000000005,27.367708333333336,49.31305330793681,-53.06,148.42,4.23,-9.709999999999994,-88.46999999999998,55.68000000000001,13.039812646370025,149.42,167.75,201.48,48.60157030759024,53.716999615065326,49.31305330793681,69.86
2025-06-10 02:00:00,54.16,2,1,10,6,2,0,1,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,59.95,69.66,78.07,126.52,-1.0,13.42,67.02,82.27,94.89,74.94666666666666,17.437718505202064,54.16,101.19,73.865,87.78666666666668,42.08700044028567,0.09,148.42,82.36,46.547083333333326,53.32287953990798,-19.33,148.42,42.504999999999995,27.099791666666665,49.127625131075725,-53.06,148.42,4.23,-5.790000000000006,-72.36,40.739999999999995,3.0357675111773474,148.32999999999998,167.75,201.48,42.08700044028567,53.32287953990798,49.127625131075725,73.59
2025-06-10 03:00:00,62.18,3,1,10,6,2,0,1,0.7071067811865475,0.7071067811865476,1.2246467991473532e-16,-1.0,54.16,59.95,69.66,101.19,0.09,32.2,55.66,81.99,107.6,68.445,12.173868325228486,54.16,86.65,65.92,92.96083333333333,33.20487873746413,54.16,148.42,82.36,47.79624999999999,53.323327696519804,-19.33,148.42,49.565,27.235625,49.21720352686973,-53.06,148.42,4.23,8.020000000000003,-39.01,29.979999999999997,0.9310559006211179,94.25999999999999,167.75,201.48,33.20487873746413,53.323327696519804,49.21720352686973,83.6
2025-06-10 04:00:00,74.62,4,1,10,6,2,0,1,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,62.18,54.16,59.95,86.65,69.54,44.97,39.02,85.47,130.76,66.44,9.204388083952237,54.16,78.07,65.92,93.38416666666666,32.910213794044196,54.16,148.42,82.36,49.03166666666667,53.5977664741218,-19.33,148.42,57.055,27.977291666666662,49.664761459275496,-53.06,148.42,4.23,12.440000000000005,-12.030000000000001,29.650000000000006,0.6593284411830111,94.25999999999999,167.75,201.48,32.910213794044196,53.5977664741218,49.664761459275496,101.26
2025-06-10 05:00:00,82.79,5,1,10,6,2,0,1,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,74.62,62.18,54.16,78.07,117.79,40.04,3.71,86.74,116.85,67.22666666666667,10.506724830634354,54.16,82.79,65.92,90.46749999999999,32.09136420936608,54.16,148.42,80.43,50.812916666666666,53.994846652585586,-19.33,148.42,61.065,29.62479166666667,50.151877459589,-53.06,148.42,4.535,8.170000000000002,4.720000000000013,42.75000000000001,1.0676823176823178,94.25999999999999,167.75,201.48,32.09136420936608,53.994846652585586,50.151877459589,107.8
2025-06-10 06:00:00,83.17,6,1,10,6,2,0,1,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,82.79,74.62,62.18,69.66,141.4,2.97,0.0,79.86,85.98,69.47833333333334,12.4081028633175,54.16,83.17,68.4,85.615,27.80612277244643,54.16,148.42,80.43,54.154583333333335,53.38345053594035,-19.33,148.42,65.86,31.3575,50.5418006692838,-53.06,148.42,9.11,0.37999999999999545,13.510000000000005,80.2,27.003367003367003,94.25999999999999,167.75,201.48,27.80612277244643,53.38345053594035,50.5418006692838,85.09
2025-06-10 07:00:00,69.0,7,1,10,6,2,0,0,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,83.17,82.79,74.62,59.95,148.42,-0.62,-0.5,65.3,59.46,70.98666666666666,11.537714967300394,54.16,83.17,71.81,78.99666666666667,19.796572859202108,54.16,126.52,76.345,57.055416666666666,52.155040439991055,-19.33,148.42,69.27000000000001,32.805416666666666,50.60520686179262,-53.06,148.42,22.810000000000002,-14.170000000000002,9.049999999999997,69.62,-112.29032258064517,72.36,167.75,201.48,19.796572859202108,52.155040439991055,50.60520686179262,66.7
2025-06-10 08:00:00,22.21,8,1,10,6,2,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,69.0,83.17,82.79,54.16,126.52,-1.14,-2.0,30.53,2.0,65.66166666666666,22.766146284926414,22.21,83.17,71.81,70.30416666666666,19.932821019310843,22.21,101.19,72.14,58.028333333333336,51.23186361313985,-19.33,148.42,69.27000000000001,33.30979166666667,50.37103230727314,-53.06,148.42,27.205000000000002,-46.79,-31.949999999999996,23.35,-20.48245614035088,78.97999999999999,167.75,201.48,19.932821019310843,51.23186361313985,50.37103230727314,22.98
2025-06-10 09:00:00,0.1,9,1,10,6,2,0,0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,22.21,69.0,83.17,62.18,101.19,-4.14,-8.21,9.44,-0.05,55.315000000000005,35.31395234181534,0.1,83.17,71.81,61.879999999999995,26.100474046548417,0.1,86.65,69.33,58.205000000000005,51.015014669596354,-19.33,148.42,69.27000000000001,33.48291666666666,50.23940146336501,-53.06,148.42,27.205000000000002,-22.11,-62.08,4.239999999999999,-1.0241545893719808,86.55000000000001,167.75,201.48,26.100474046548417,51.015014669596354,50.23940146336501,1.3
2025-06-10 10:00:00,-0.19,10,1,10,6,2,0,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.1,22.21,69.0,74.62,86.65,-10.0,-19.92,1.19,-1.01,42.846666666666664,40.02684632426935,-0.19,83.17,45.605000000000004,54.64333333333334,30.30793785412824,-0.19,83.17,65.59,58.61375,50.48128097428143,-19.33,148.42,69.27000000000001,33.89395833333334,49.872553434989534,-53.06,148.42,27.205000000000002,-0.29000000000000004,-74.81,9.81,-0.981,83.36,167.75,201.48,30.30793785412824,50.48128097428143,49.872553434989534,-0.36
2025-06-10 11:00:00,-2.33,11,1,10,6,2,0,0,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,-0.19,0.1,22.21,82.79,78.07,-19.33,-39.98,-0.01,-3.0,28.66,38.07527911913466,-2.33,83.17,11.155000000000001,47.94333333333333,33.38855828337647,-2.33,83.17,61.065,59.32208333333333,49.44876338007697,-15.76,148.42,69.27000000000001,34.678333333333335,48.97395014605011,-53.06,148.42,27.205000000000002,-2.14,-85.12,17.0,-0.8794619762027935,85.5,164.17999999999998,201.48,33.38855828337647,49.44876338007697,48.97395014605011,-0.97
2025-06-10 12:00:00,-4.26,12,1,10,6,2,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-2.33,-0.19,0.1,83.17,69.66,-15.76,-52.56,-0.02,-4.32,14.088333333333333,28.590277659838886,-4.26,69.0,-0.045,41.78333333333333,35.75291630402236,-4.26,83.17,57.055,59.80125,48.74021474257345,-4.5,148.42,69.27000000000001,35.68458333333333,47.62086780904486,-53.06,148.42,27.205000000000002,-1.9299999999999997,-87.43,11.5,-0.7296954314720812,87.43,152.92,201.48,35.75291630402236,48.74021474257345,47.62086780904486,-3.4
2025-06-10 13:00:00,-1.04,13,1,10,6,2,0,0,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,-4.26,-2.33,-0.19,69.0,59.95,-4.5,-53.06,-0.02,-1.33,2.4150000000000005,9.828478519080099,-4.26,22.21,-0.615,36.70083333333333,37.239775523767726,-4.26,83.17,38.185,59.94541666666667,48.546483504867844,-4.26,148.42,69.27000000000001,36.76833333333333,46.12675151876359,-38.89,148.42,27.205000000000002,3.2199999999999998,-70.04,3.46,-0.7688888888888888,87.43,152.67999999999998,187.31,37.239775523767726,48.546483504867844,46.12675151876359,-2.4
2025-06-10 14:00:00,0.03,14,1,10,6,2,0,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,-1.04,-4.26,-2.33,22.21,54.16,-1.0,-38.89,-0.87,0.0,-1.2816666666666665,1.7233156027514431,-4.26,0.1,-0.615,32.190000000000005,38.19872177775782,-4.26,83.17,11.155000000000001,59.98833333333334,48.49068648062552,-4.26,148.42,69.27000000000001,37.579166666666666,45.09913259690155,-19.33,148.42,27.205000000000002,1.07,-22.18,1.03,-1.03,87.43,152.67999999999998,167.75,38.19872177775782,48.49068648062552,45.09913259690155,-0.01
2025-06-10 15:00:00,53.99,15,1,10,6,2,0,0,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,0.03,-1.04,-4.26,0.1,62.18,0.09,-16.71,26.91,66.0,7.7,22.73268659881664,-4.26,53.99,-0.615,31.507500000000004,37.68387167066188,-4.26,83.17,11.155000000000001,62.23416666666666,46.81512798199974,-4.26,148.42,69.27000000000001,39.052083333333336,44.43801788857429,-19.33,148.42,35.925,53.96,53.89,53.9,598.8888888888889,87.43,152.67999999999998,167.75,37.68387167066188,46.81512798199974,44.43801788857429,66.47
2025-06-10 16:00:00,69.6,16,1,10,6,2,0,0,-0.8660254037844384,-0.5000000000000004,1.2246467991473532e-16,-1.0,53.99,0.03,-1.04,-0.19,74.62,69.54,-0.01,70.1,87.79,19.331666666666667,33.29101705665781,-4.26,69.6,-0.505,31.089166666666667,37.18634511321047,-4.26,83.17,11.155000000000001,62.23666666666667,46.8155366877527,-4.26,148.42,69.3,40.50229166666667,44.27165637816494,-19.33,148.42,39.845,15.609999999999992,69.78999999999999,0.05999999999998806,0.0008628127696288512,87.43,152.67999999999998,167.75,37.18634511321047,46.8155366877527,44.27165637816494,89.34
2025-06-10 17:00:00,82.08,17,1,10,6,2,0,0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,69.6,53.99,0.03,-2.33,82.79,117.79,39.65,85.01,109.41,33.4,39.552690426821925,-4.26,82.08,27.01,31.03,37.09706408378388,-4.26,83.17,11.155000000000001,60.74875,45.52277235315739,-4.26,148.42,69.3,41.38625,44.67602344372965,-19.33,148.42,42.504999999999995,12.480000000000004,84.41,-35.71000000000001,-0.30316665251719166,87.43,152.67999999999998,167.75,37.09706408378388,45.52277235315739,44.67602344372965,132.28
2025-06-10 18:00:00,83.97,18,1,10,6,2,0,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,82.08,69.6,53.99,-4.26,83.17,141.4,60.88,109.9,132.9,48.105,39.150233077211766,-1.04,83.97,61.795,31.096666666666664,37.199858829970054,-4.26,83.97,11.155000000000001,58.35583333333333,42.508618861781805,-4.26,148.42,69.3,41.86729166666667,45.01341987790541,-19.33,148.42,42.504999999999995,1.8900000000000006,88.23,-57.43000000000001,-0.40615275813295615,88.23,152.67999999999998,167.75,37.199858829970054,42.508618861781805,45.01341987790541,217.0
